,Token,Lemma,Pos,Chunklabel,DepREL,Previous,PTokenPos,Negation
1,he,-PRON-,PRON,PRP,nsubj,since,SCONJ,O
1,took,take,VERB,VBD,advcl,he,PRON,O
1,up,up,ADV,RB,prt,took,VERB,O
1,his,-PRON-,DET,PRP$,poss,up,ADV,O
1,residence,residence,NOUN,NN,dobj,his,DET,O
1,at,at,ADP,IN,prep,residence,NOUN,O
1,Baskerville,Baskerville,PROPN,NNP,compound,at,ADP,O
1,Hall,hall,NOUN,NN,pobj,Baskerville,PROPN,O
1,",",",",PUNCT,",",punct,Hall,NOUN,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,it,-PRON-,PRON,PRP,nsubj,and,CCONJ,O
1,is,be,AUX,VBZ,conj,it,PRON,O
1,common,common,ADJ,JJ,amod,is,AUX,O
1,talk,talk,VERB,VB,attr,common,ADJ,O
1,how,how,ADV,WRB,advmod,talk,VERB,O
1,large,large,ADJ,JJ,acomp,how,ADV,O
1,were,be,AUX,VBD,ccomp,large,ADJ,O
1,those,those,DET,DT,det,were,AUX,O
1,schemes,scheme,NOUN,NNS,nsubj,those,DET,O
1,of,of,ADP,IN,prep,schemes,NOUN,O
1,reconstruction,reconstruction,NOUN,NN,pobj,of,ADP,O
1,and,and,CCONJ,CC,cc,reconstruction,NOUN,O
1,improvement,improvement,NOUN,NN,conj,and,CCONJ,O
1,which,which,DET,WDT,nsubjpass,improvement,NOUN,O
1,have,have,AUX,VBP,aux,which,DET,O
1,been,be,AUX,VBN,auxpass,have,AUX,O
1,interrupted,interrupt,VERB,VBN,relcl,been,AUX,O
1,by,by,ADP,IN,agent,interrupted,VERB,O
1,his,-PRON-,DET,PRP$,poss,by,ADP,O
1,death,death,NOUN,NN,pobj,his,DET,O
1,.,.,PUNCT,.,punct,death,NOUN,O
1,Being,be,AUX,VBG,advcl,.,PUNCT,O
1,himself,-PRON-,PRON,PRP,dep,Being,AUX,O
1,childless,childless,PROPN,NNP,acomp,himself,PRON,O
1,",",",",PUNCT,",",punct,childless,PROPN,O
1,it,-PRON-,PRON,PRP,nsubj,",",PUNCT,O
1,was,be,AUX,VBD,ROOT,it,PRON,O
1,his,-PRON-,DET,PRP$,poss,was,AUX,O
1,openly,openly,ADV,RB,advmod,his,DET,O
1,expressed,express,VERB,VBD,amod,openly,ADV,O
1,desire,desire,NOUN,NN,attr,expressed,VERB,O
1,that,that,SCONJ,IN,mark,desire,NOUN,O
1,the,the,DET,DT,det,that,SCONJ,O
1,whole,whole,ADJ,JJ,amod,the,DET,O
1,countryside,countryside,PROPN,NNP,nsubj,whole,ADJ,O
1,should,should,VERB,MD,aux,countryside,PROPN,O
1,",",",",PUNCT,",",punct,should,VERB,O
1,within,within,ADP,IN,prep,",",PUNCT,O
1,his,-PRON-,DET,PRP$,poss,within,ADP,O
1,own,own,ADJ,JJ,amod,his,DET,O
1,lifetime,lifetime,NOUN,NN,pobj,own,ADJ,O
1,",",",",PUNCT,",",punct,lifetime,NOUN,O
1,profit,profit,NOUN,NN,acl,",",PUNCT,O
1,by,by,ADP,IN,prep,profit,NOUN,O
1,his,-PRON-,DET,PRP$,poss,by,ADP,O
1,good,good,ADJ,JJ,amod,his,DET,O
1,fortune,fortune,PROPN,NNP,pobj,good,ADJ,O
1,",",",",PUNCT,",",punct,fortune,PROPN,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,many,many,ADJ,JJ,nsubj,and,CCONJ,O
1,will,will,VERB,MD,aux,many,ADJ,O
1,have,have,AUX,VBP,conj,will,VERB,O
1,personal,personal,ADJ,JJ,amod,have,AUX,O
1,reasons,reason,NOUN,NNS,dobj,personal,ADJ,O
1,for,for,ADP,IN,prep,reasons,NOUN,O
1,bewailing,bewail,VERB,VBG,pcomp,for,ADP,O
1,his,-PRON-,DET,PRP$,poss,bewailing,VERB,O
1,untimely,untimely,ADV,RB,amod,his,DET,B-NEG
1,end,end,NOUN,NN,dobj,untimely,ADV,O
1,.,.,PUNCT,.,punct,end,NOUN,O
1,His,-PRON-,DET,PRP$,poss,.,PUNCT,O
1,generous,generous,ADJ,JJ,amod,His,DET,O
1,donations,donation,NOUN,NNS,nsubjpass,generous,ADJ,O
1,to,to,ADP,IN,prep,donations,NOUN,O
1,local,local,ADJ,JJ,amod,to,ADP,O
1,and,and,CCONJ,CC,cc,local,ADJ,O
1,county,county,PROPN,NNP,conj,and,CCONJ,O
1,charities,charity,NOUN,NNS,pobj,county,PROPN,O
1,have,have,AUX,VBP,aux,charities,NOUN,O
1,been,be,AUX,VBN,auxpass,have,AUX,O
1,frequently,frequently,ADV,RB,advmod,been,AUX,O
1,chronicled,chronicled,PROPN,NNP,ROOT,frequently,ADV,O
1,in,in,ADP,IN,prep,chronicled,PROPN,O
1,these,these,DET,DT,det,in,ADP,O
1,columns,column,NOUN,NNS,pobj,these,DET,O
1,.,.,PUNCT,.,punct,columns,NOUN,O
1,``,`,PUNCT,``,punct,.,PUNCT,O
1,The,the,DET,DT,det,``,PUNCT,O
1,circumstances,circumstance,NOUN,NNS,nsubjpass,The,DET,O
1,connected,connect,VERB,VBN,acl,circumstances,NOUN,O
1,with,with,ADP,IN,prep,connected,VERB,O
1,the,the,DET,DT,det,with,ADP,O
1,death,death,NOUN,NN,pobj,the,DET,O
1,of,of,ADP,IN,prep,death,NOUN,O
1,Sir,Sir,PROPN,NNP,compound,of,ADP,O
1,Charles,Charles,PROPN,NNP,pobj,Sir,PROPN,O
1,can,can,VERB,MD,aux,Charles,PROPN,O
1,not,not,PART,RB,neg,can,VERB,B-NEG
1,be,be,AUX,VB,auxpass,not,PART,O
1,said,say,VERB,VBD,ROOT,be,AUX,O
1,to,to,ADP,IN,aux,said,VERB,O
1,have,have,AUX,VBP,aux,to,ADP,O
1,been,be,AUX,VBN,auxpass,have,AUX,O
1,entirely,entirely,ADV,RB,advmod,been,AUX,O
1,cleared,clear,VERB,VBN,xcomp,entirely,ADV,O
1,up,up,ADV,RB,prt,cleared,VERB,O
1,by,by,ADP,IN,agent,up,ADV,O
1,the,the,DET,DT,det,by,ADP,O
1,inquest,inquest,PROPN,NNP,pobj,the,DET,O
1,",",",",PUNCT,",",punct,inquest,PROPN,O
1,but,but,CCONJ,CC,cc,",",PUNCT,O
1,at,at,ADP,IN,advmod,but,CCONJ,O
1,least,least,ADJ,JJS,advmod,at,ADP,O
1,enough,enough,ADJ,JJ,nsubjpass,least,ADJ,O
1,has,have,AUX,VBZ,aux,enough,ADJ,O
1,been,be,AUX,VBN,auxpass,has,AUX,O
1,done,do,VERB,VBN,conj,been,AUX,O
1,to,to,ADP,IN,aux,done,VERB,O
1,dispose,dispose,VERB,VB,advcl,to,ADP,O
1,of,of,ADP,IN,prep,dispose,VERB,O
1,those,those,DET,DT,det,of,ADP,O
1,rumours,rumour,NOUN,NNS,pobj,those,DET,O
1,to,to,ADP,IN,prep,rumours,NOUN,O
1,which,which,DET,WDT,pobj,to,ADP,O
1,local,local,ADJ,JJ,amod,which,DET,O
1,superstition,superstition,NOUN,NN,nsubj,local,ADJ,O
1,has,have,AUX,VBZ,aux,superstition,NOUN,O
1,given,give,VERB,VBN,relcl,has,AUX,O
1,rise,rise,VERB,VB,dobj,given,VERB,O
1,.,.,PUNCT,.,punct,rise,VERB,O
1,There,there,ADV,RB,expl,.,PUNCT,O
1,is,be,AUX,VBZ,ROOT,There,ADV,O
1,no,no,INTJ,UH,det,is,AUX,B-NEG
1,reason,reason,NOUN,NN,attr,no,INTJ,O
1,whatever,whatever,DET,WDT,dep,reason,NOUN,O
1,to,to,ADP,IN,aux,whatever,DET,O
1,suspect,suspect,VERB,VB,relcl,to,ADP,O
1,foul,foul,ADJ,JJ,amod,suspect,VERB,O
1,play,play,NOUN,NN,dobj,foul,ADJ,O
1,",",",",PUNCT,",",punct,play,NOUN,O
1,or,or,CCONJ,CC,cc,",",PUNCT,O
1,to,to,ADP,IN,aux,or,CCONJ,O
1,imagine,imagine,VERB,VB,conj,to,ADP,O
1,that,that,SCONJ,IN,mark,imagine,VERB,O
1,death,death,NOUN,NN,nsubj,that,SCONJ,O
1,could,could,VERB,MD,aux,death,NOUN,O
1,be,be,AUX,VB,ccomp,could,VERB,O
1,from,from,ADP,IN,prep,be,AUX,O
1,any,any,DET,DT,amod,from,ADP,O
1,but,but,CCONJ,CC,cc,any,DET,O
1,natural,natural,ADJ,JJ,conj,but,CCONJ,O
1,causes,cause,NOUN,NNS,pobj,natural,ADJ,O
1,.,.,PUNCT,.,punct,causes,NOUN,O
1,Sir,Sir,PROPN,NNP,compound,.,PUNCT,O
1,Charles,Charles,PROPN,NNP,nsubj,Sir,PROPN,O
1,was,be,AUX,VBD,ROOT,Charles,PROPN,O
1,a,a,X,LS,det,was,AUX,O
1,widower,widower,PROPN,NNP,attr,a,X,O
1,",",",",PUNCT,",",punct,widower,PROPN,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,a,a,X,LS,det,and,CCONJ,O
1,man,man,NOUN,NN,conj,a,X,O
1,who,who,PRON,WP,nsubjpass,man,NOUN,O
1,may,may,VERB,MD,aux,who,PRON,O
1,be,be,AUX,VB,auxpass,may,VERB,O
1,said,say,VERB,VBD,relcl,be,AUX,O
1,to,to,ADP,IN,aux,said,VERB,O
1,have,have,AUX,VBP,aux,to,ADP,O
1,been,be,AUX,VBN,xcomp,have,AUX,O
1,in,in,ADP,IN,prep,been,AUX,O
1,some,some,DET,DT,det,in,ADP,O
1,ways,ways,PROPN,NNPS,pobj,some,DET,O
1,of,of,ADP,IN,prep,ways,PROPN,O
1,an,an,X,LS,det,of,ADP,O
1,eccentric,eccentric,ADJ,JJ,amod,an,X,O
1,habit,habit,PROPN,NNP,pobj,eccentric,ADJ,O
1,of,of,ADP,IN,prep,habit,PROPN,O
1,mind,mind,NOUN,NN,pobj,of,ADP,O
1,.,.,PUNCT,.,punct,mind,NOUN,O
1,In,in,ADP,IN,prep,.,PUNCT,O
1,spite,spite,PROPN,NNP,pobj,In,ADP,O
1,of,of,ADP,IN,prep,spite,PROPN,O
1,his,-PRON-,DET,PRP$,poss,of,ADP,O
1,considerable,considerable,ADJ,JJ,amod,his,DET,O
1,wealth,wealth,NOUN,NN,pobj,considerable,ADJ,O
1,he,-PRON-,PRON,PRP,nsubj,wealth,NOUN,O
1,was,be,AUX,VBD,ROOT,he,PRON,O
1,simple,simple,ADJ,JJ,acomp,was,AUX,O
1,in,in,ADP,IN,prep,simple,ADJ,O
1,his,-PRON-,DET,PRP$,poss,in,ADP,O
1,personal,personal,ADJ,JJ,amod,his,DET,O
1,tastes,taste,NOUN,NNS,pobj,personal,ADJ,O
1,",",",",PUNCT,",",punct,tastes,NOUN,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,his,-PRON-,DET,PRP$,poss,and,CCONJ,O
1,indoor,indoor,ADJ,JJ,amod,his,DET,O
1,servants,servant,NOUN,NNS,nsubj,indoor,ADJ,O
1,at,at,ADP,IN,prep,servants,NOUN,O
1,Baskerville,Baskerville,PROPN,NNP,compound,at,ADP,O
1,Hall,hall,NOUN,NN,pobj,Baskerville,PROPN,O
1,consisted,consist,VERB,VBN,conj,Hall,NOUN,O
1,of,of,ADP,IN,prep,consisted,VERB,O
1,a,a,X,LS,det,of,ADP,O
1,married,married,PROPN,NNP,amod,a,X,O
1,couple,couple,NOUN,NN,pobj,married,PROPN,O
1,named,name,VERB,VBN,acl,couple,NOUN,O
1,Barrymore,Barrymore,PROPN,NNP,oprd,named,VERB,O
1,",",",",PUNCT,",",punct,Barrymore,PROPN,O
1,the,the,DET,DT,det,",",PUNCT,O
1,husband,husband,NOUN,NN,nsubj,the,DET,O
1,acting,act,VERB,VBG,advcl,husband,NOUN,O
1,as,as,SCONJ,IN,prep,acting,VERB,O
1,butler,butler,PROPN,NNP,pobj,as,SCONJ,O
1,and,and,CCONJ,CC,cc,butler,PROPN,O
1,the,the,DET,DT,det,and,CCONJ,O
1,wife,wife,NOUN,NN,conj,the,DET,O
1,as,as,SCONJ,IN,prep,wife,NOUN,O
1,housekeeper,housekeeper,NOUN,NN,pobj,as,SCONJ,O
1,.,.,PUNCT,.,punct,housekeeper,NOUN,O
1,Their,-PRON-,DET,PRP$,poss,.,PUNCT,O
1,evidence,evidence,NOUN,NN,nsubj,Their,DET,O
1,",",",",PUNCT,",",punct,evidence,NOUN,O
1,corroborated,corroborate,VERB,VBN,acl,",",PUNCT,O
1,by,by,ADP,IN,agent,corroborated,VERB,O
1,that,that,SCONJ,IN,pobj,by,ADP,O
1,of,of,ADP,IN,prep,that,SCONJ,O
1,several,several,ADJ,JJ,amod,of,ADP,O
1,friends,friend,NOUN,NNS,pobj,several,ADJ,O
1,",",",",PUNCT,",",punct,friends,NOUN,O
1,tends,tend,VERB,VBZ,ROOT,",",PUNCT,O
1,to,to,ADP,IN,aux,tends,VERB,O
1,show,show,PROPN,NNP,xcomp,to,ADP,O
1,that,that,SCONJ,IN,mark,show,PROPN,O
1,Sir,Sir,PROPN,NNP,compound,that,SCONJ,O
1,Charles,Charles,PROPN,NNP,poss,Sir,PROPN,O
1,'s,be,AUX,VBZ,case,Charles,PROPN,O
1,health,health,PROPN,NNP,nsubj,'s,AUX,O
1,has,have,AUX,VBZ,aux,health,PROPN,O
1,for,for,ADP,IN,prep,has,AUX,O
1,some,some,DET,DT,det,for,ADP,O
1,time,time,NOUN,NN,pobj,some,DET,O
1,been,be,AUX,VBN,ccomp,time,NOUN,O
1,impaired,impair,VERB,VBN,acomp,been,AUX,O
1,",",",",PUNCT,",",punct,impaired,VERB,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,points,point,NOUN,NNS,conj,and,CCONJ,O
1,especially,especially,ADV,RB,advmod,points,NOUN,O
1,to,to,ADP,IN,prep,especially,ADV,O
1,some,some,DET,DT,det,to,ADP,O
1,affection,affection,NOUN,NN,pobj,some,DET,O
1,of,of,ADP,IN,prep,affection,NOUN,O
1,the,the,DET,DT,det,of,ADP,O
1,heart,heart,NOUN,NN,pobj,the,DET,O
1,",",",",PUNCT,",",punct,heart,NOUN,O
1,manifesting,manifest,VERB,VBG,advcl,",",PUNCT,O
1,itself,-PRON-,PRON,PRP,dobj,manifesting,VERB,O
1,in,in,ADP,IN,prep,itself,PRON,O
1,changes,change,NOUN,NNS,pobj,in,ADP,O
1,of,of,ADP,IN,prep,changes,NOUN,O
1,colour,colour,NOUN,NN,pobj,of,ADP,O
1,",",",",PUNCT,",",punct,colour,NOUN,O
1,breathlessness,breathlessness,PROPN,NNP,conj,",",PUNCT,B-NEG
1,",",",",PUNCT,",",punct,breathlessness,PROPN,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,acute,acute,ADJ,JJ,amod,and,CCONJ,O
1,attacks,attack,NOUN,NNS,conj,acute,ADJ,O
1,of,of,ADP,IN,prep,attacks,NOUN,O
1,nervous,nervous,ADJ,JJ,amod,of,ADP,O
1,depression,depression,NOUN,NN,pobj,nervous,ADJ,O
1,.,.,PUNCT,.,punct,depression,NOUN,O
1,Dr.,Dr.,PROPN,NNP,compound,.,PUNCT,O
1,James,James,PROPN,NNP,compound,Dr.,PROPN,O
1,Mortimer,Mortimer,PROPN,NNP,nsubj,James,PROPN,O
1,",",",",PUNCT,",",punct,Mortimer,PROPN,O
1,the,the,DET,DT,det,",",PUNCT,O
1,friend,friend,NOUN,NN,appos,the,DET,O
1,and,and,CCONJ,CC,cc,friend,NOUN,O
1,medical,medical,ADJ,JJ,amod,and,CCONJ,O
1,attendant,attendant,PROPN,NNP,conj,medical,ADJ,O
1,of,of,ADP,IN,prep,attendant,PROPN,O
1,the,the,DET,DT,det,of,ADP,O
1,deceased,deceased,ADJ,JJ,pobj,the,DET,O
1,",",",",PUNCT,",",punct,deceased,ADJ,O
1,has,have,AUX,VBZ,aux,",",PUNCT,O
1,given,give,VERB,VBN,ROOT,has,AUX,O
1,evidence,evidence,NOUN,NN,dobj,given,VERB,O
1,to,to,ADP,IN,prep,evidence,NOUN,O
1,the,the,DET,DT,det,to,ADP,O
1,same,same,ADJ,JJ,amod,the,DET,O
1,effect,effect,NOUN,NN,pobj,same,ADJ,O
1,.,.,PUNCT,.,punct,effect,NOUN,O
1,``,`,PUNCT,``,punct,.,PUNCT,O
1,The,the,DET,DT,det,``,PUNCT,O
1,facts,fact,NOUN,NNS,nsubj,The,DET,O
1,of,of,ADP,IN,prep,facts,NOUN,O
1,the,the,DET,DT,det,of,ADP,O
1,case,case,NOUN,NN,pobj,the,DET,O
1,are,be,AUX,VBP,ROOT,case,NOUN,O
1,simple,simple,ADJ,JJ,acomp,are,AUX,O
1,.,.,PUNCT,.,punct,simple,ADJ,O
1,Sir,Sir,PROPN,NNP,compound,.,PUNCT,O
1,Charles,Charles,PROPN,NNP,compound,Sir,PROPN,O
1,Baskerville,Baskerville,PROPN,NNP,nsubj,Charles,PROPN,O
1,was,be,AUX,VBD,ROOT,Baskerville,PROPN,O
1,in,in,ADP,IN,prep,was,AUX,O
1,the,the,DET,DT,det,in,ADP,O
1,habit,habit,PROPN,NNP,pobj,the,DET,O
1,every,every,DET,DT,det,habit,PROPN,O
1,night,night,NOUN,NN,npadvmod,every,DET,O
1,before,before,ADP,IN,prep,night,NOUN,O
1,going,go,VERB,VBG,pcomp,before,ADP,O
1,to,to,ADP,IN,prep,going,VERB,O
1,bed,bed,NOUN,NN,pobj,to,ADP,O
1,of,of,ADP,IN,prep,bed,NOUN,O
1,walking,walk,VERB,VBG,pcomp,of,ADP,O
1,down,down,ADV,RB,prep,walking,VERB,O
1,the,the,DET,DT,det,down,ADV,O
1,famous,famous,ADJ,JJ,amod,the,DET,O
1,yew,yew,PROPN,NNP,compound,famous,ADJ,O
1,alley,alley,PROPN,NNP,pobj,yew,PROPN,O
1,of,of,ADP,IN,prep,alley,PROPN,O
1,Baskerville,Baskerville,PROPN,NNP,compound,of,ADP,O
1,Hall,hall,NOUN,NN,pobj,Baskerville,PROPN,O
1,.,.,PUNCT,.,punct,Hall,NOUN,O
1,The,the,DET,DT,det,.,PUNCT,O
1,evidence,evidence,NOUN,NN,nsubj,The,DET,O
1,of,of,ADP,IN,prep,evidence,NOUN,O
1,the,the,DET,DT,det,of,ADP,O
1,Barrymores,barrymore,NOUN,NNS,pobj,the,DET,O
1,shows,show,NOUN,NNS,ROOT,Barrymores,NOUN,O
1,that,that,SCONJ,IN,mark,shows,NOUN,O
1,this,this,DET,DT,nsubj,that,SCONJ,O
1,had,have,AUX,VBD,aux,this,DET,O
1,been,be,AUX,VBN,ccomp,had,AUX,O
1,his,-PRON-,DET,PRP$,poss,been,AUX,O
1,custom,custom,NOUN,NN,attr,his,DET,O
1,.,.,PUNCT,.,punct,custom,NOUN,O
1,On,on,ADP,IN,prep,.,PUNCT,O
1,the,the,DET,DT,det,On,ADP,O
1,fourth,fourth,ADJ,JJ,pobj,the,DET,O
1,of,of,ADP,IN,prep,fourth,ADJ,O
1,May,May,VERB,MD,pobj,of,ADP,O
1,Sir,Sir,PROPN,NNP,compound,May,VERB,O
1,Charles,Charles,PROPN,NNP,nsubj,Sir,PROPN,O
1,had,have,AUX,VBD,aux,Charles,PROPN,O
1,declared,declare,VERB,VBD,ROOT,had,AUX,O
1,his,-PRON-,DET,PRP$,poss,declared,VERB,O
1,intention,intention,NOUN,NN,dobj,his,DET,O
1,of,of,ADP,IN,prep,intention,NOUN,O
1,starting,start,VERB,VBG,pcomp,of,ADP,O
1,next,next,ADJ,JJ,amod,starting,VERB,O
1,day,day,NOUN,NN,npadvmod,next,ADJ,O
1,for,for,ADP,IN,prep,day,NOUN,O
1,London,London,PROPN,NNP,pobj,for,ADP,O
1,",",",",PUNCT,",",punct,London,PROPN,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,had,have,AUX,VBD,aux,and,CCONJ,O
1,ordered,order,VERB,VBN,conj,had,AUX,O
1,Barrymore,Barrymore,PROPN,NNP,dobj,ordered,VERB,O
1,to,to,ADP,IN,aux,Barrymore,PROPN,O
1,prepare,prepare,VERB,VB,xcomp,to,ADP,O
1,his,-PRON-,DET,PRP$,poss,prepare,VERB,O
1,luggage,luggage,NOUN,NN,dobj,his,DET,O
1,.,.,PUNCT,.,punct,luggage,NOUN,O
1,That,that,DET,DT,det,.,PUNCT,O
1,night,night,NOUN,NN,npadvmod,That,DET,O
1,he,-PRON-,PRON,PRP,nsubj,night,NOUN,O
1,went,go,VERB,VBD,ROOT,he,PRON,O
1,out,out,ADP,RP,prt,went,VERB,O
1,as,as,SCONJ,IN,prep,out,ADP,O
1,usual,usual,ADJ,JJ,amod,as,SCONJ,O
1,for,for,ADP,IN,prep,usual,ADJ,O
1,his,-PRON-,DET,PRP$,poss,for,ADP,O
1,nocturnal,nocturnal,PROPN,NNP,amod,his,DET,O
1,walk,walk,VERB,VB,pobj,nocturnal,PROPN,O
1,",",",",PUNCT,",",punct,walk,VERB,O
1,in,in,ADP,IN,prep,",",PUNCT,O
1,the,the,DET,DT,det,in,ADP,O
1,course,course,NOUN,NN,pobj,the,DET,O
1,of,of,ADP,IN,prep,course,NOUN,O
1,which,which,DET,WDT,pobj,of,ADP,O
1,he,-PRON-,PRON,PRP,nsubj,which,DET,O
1,was,be,AUX,VBD,relcl,he,PRON,O
1,in,in,ADP,IN,prep,was,AUX,O
1,the,the,DET,DT,det,in,ADP,O
1,habit,habit,PROPN,NNP,pobj,the,DET,O
1,of,of,ADP,IN,prep,habit,PROPN,O
1,smoking,smoking,NOUN,NN,pcomp,of,ADP,O
1,a,a,X,LS,det,smoking,NOUN,O
1,cigar,cigar,PROPN,NNP,dobj,a,X,O
1,.,.,PUNCT,.,punct,cigar,PROPN,O
1,He,-PRON-,PRON,PRP,nsubj,.,PUNCT,O
1,never,never,ADV,RB,neg,He,PRON,B-NEG
1,returned,return,VERB,VBD,ROOT,never,ADV,O
1,.,.,PUNCT,.,punct,returned,VERB,O
1,At,at,ADP,IN,prep,.,PUNCT,O
1,twelve,twelve,NUM,CD,nummod,At,ADP,O
1,o'clock,o'clock,NOUN,NN,compound,twelve,NUM,O
1,Barrymore,Barrymore,PROPN,NNP,pobj,o'clock,NOUN,O
1,",",",",PUNCT,",",punct,Barrymore,PROPN,O
1,finding,find,VERB,VBG,csubj,",",PUNCT,O
1,the,the,DET,DT,det,finding,VERB,O
1,hall,hall,PROPN,NNP,compound,the,DET,O
1,door,door,PROPN,NNP,nsubj,hall,PROPN,O
1,still,still,ADV,RB,advmod,door,PROPN,O
1,open,open,ADJ,JJ,ccomp,still,ADV,O
1,",",",",PUNCT,",",punct,open,ADJ,O
1,became,become,VERB,VBD,ROOT,",",PUNCT,O
1,alarmed,alarm,VERB,VBN,acomp,became,VERB,O
1,",",",",PUNCT,",",punct,alarmed,VERB,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,",",",",PUNCT,",",punct,and,CCONJ,O
1,lighting,lighting,NOUN,NN,advcl,",",PUNCT,O
1,a,a,X,LS,det,lighting,NOUN,O
1,lantern,lantern,PROPN,NNP,dobj,a,X,O
1,",",",",PUNCT,",",punct,lantern,PROPN,O
1,went,go,VERB,VBD,conj,",",PUNCT,O
1,in,in,ADP,IN,prep,went,VERB,O
1,search,search,NOUN,NN,pobj,in,ADP,O
1,of,of,ADP,IN,prep,search,NOUN,O
1,his,-PRON-,DET,PRP$,poss,of,ADP,O
1,master,master,PROPN,NNP,pobj,his,DET,O
1,.,.,PUNCT,.,punct,master,PROPN,O
1,The,the,DET,DT,det,.,PUNCT,O
1,day,day,NOUN,NN,nsubj,The,DET,O
1,had,have,AUX,VBD,aux,day,NOUN,O
1,been,be,AUX,VBN,ROOT,had,AUX,O
1,wet,wet,ADJ,JJ,acomp,been,AUX,O
1,",",",",PUNCT,",",punct,wet,ADJ,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,Sir,Sir,PROPN,NNP,compound,and,CCONJ,O
1,Charles,Charles,PROPN,NNP,poss,Sir,PROPN,O
1,'s,be,AUX,VBZ,case,Charles,PROPN,O
1,footmarks,footmarks,PROPN,NNP,nsubjpass,'s,AUX,O
1,were,be,AUX,VBD,auxpass,footmarks,PROPN,O
1,easily,easily,ADV,RB,advmod,were,AUX,O
1,traced,trace,VERB,VBN,conj,easily,ADV,O
1,down,down,ADV,RB,prep,traced,VERB,O
1,the,the,DET,DT,det,down,ADV,O
1,alley,alley,PROPN,NNP,pobj,the,DET,O
1,.,.,PUNCT,.,punct,alley,PROPN,O
1,Halfway,halfway,ADV,RB,advmod,.,PUNCT,O
1,down,down,ADV,RB,prep,Halfway,ADV,O
1,this,this,DET,DT,det,down,ADV,O
1,walk,walk,VERB,VB,pobj,this,DET,O
1,there,there,ADV,RB,expl,walk,VERB,O
1,is,be,AUX,VBZ,ROOT,there,ADV,O
1,a,a,X,LS,det,is,AUX,O
1,gate,gate,PROPN,NNP,attr,a,X,O
1,which,which,DET,WDT,nsubj,gate,PROPN,O
1,leads,lead,NOUN,NNS,relcl,which,DET,O
1,out,out,ADP,RP,prt,leads,NOUN,O
1,on,on,ADP,IN,prep,out,ADP,O
1,to,to,ADP,IN,prep,on,ADP,O
1,the,the,DET,DT,det,to,ADP,O
1,moor,moor,PROPN,NNP,pobj,the,DET,O
1,.,.,PUNCT,.,punct,moor,PROPN,O
1,There,there,ADV,RB,expl,.,PUNCT,O
1,were,be,AUX,VBD,ROOT,There,ADV,O
1,indications,indication,NOUN,NNS,attr,were,AUX,O
1,that,that,SCONJ,IN,mark,indications,NOUN,O
1,Sir,Sir,PROPN,NNP,compound,that,SCONJ,O
1,Charles,Charles,PROPN,NNP,nsubj,Sir,PROPN,O
1,had,have,AUX,VBD,aux,Charles,PROPN,O
1,stood,stood,PROPN,NNP,acl,had,AUX,O
1,for,for,ADP,IN,prep,stood,PROPN,O
1,some,some,DET,DT,det,for,ADP,O
1,little,little,ADJ,JJ,amod,some,DET,O
1,time,time,NOUN,NN,pobj,little,ADJ,O
1,here,here,ADV,RB,advmod,time,NOUN,O
1,.,.,PUNCT,.,punct,here,ADV,O
1,He,-PRON-,PRON,PRP,nsubj,.,PUNCT,O
1,then,then,ADV,RB,advmod,He,PRON,O
1,proceeded,proceed,VERB,VBD,ROOT,then,ADV,O
1,down,down,ADV,RB,prt,proceeded,VERB,O
1,the,the,DET,DT,det,down,ADV,O
1,alley,alley,PROPN,NNP,dobj,the,DET,O
1,",",",",PUNCT,",",punct,alley,PROPN,O
1,and,and,CCONJ,CC,cc,",",PUNCT,O
1,it,-PRON-,PRON,PRP,nsubj,and,CCONJ,O
1,was,be,AUX,VBD,conj,it,PRON,O
1,at,at,ADP,IN,prep,was,AUX,O
1,the,the,DET,DT,det,at,ADP,O
1,far,far,ADV,RB,amod,the,DET,O
1,end,end,NOUN,NN,pobj,far,ADV,O
1,of,of,ADP,IN,prep,end,NOUN,O
1,it,-PRON-,PRON,PRP,pobj,of,ADP,O
1,that,that,SCONJ,IN,mark,it,PRON,O
1,his,-PRON-,DET,PRP$,poss,that,SCONJ,O
1,body,body,NOUN,NN,nsubjpass,his,DET,O
1,was,be,AUX,VBD,auxpass,body,NOUN,O
1,discovered,discover,VERB,VBN,ccomp,was,AUX,O
1,.,.,PUNCT,.,punct,discovered,VERB,O
1,One,one,NUM,CD,nummod,.,PUNCT,O
1,fact,fact,NOUN,NN,nsubj,One,NUM,O
1,which,which,DET,WDT,nsubjpass,fact,NOUN,O
1,has,have,AUX,VBZ,aux,which,DET,O
1,not,not,PART,RB,neg,has,AUX,B-NEG
1,been,be,AUX,VBN,auxpass,not,PART,O
1,explained,explain,VERB,VBN,relcl,been,AUX,O
1,is,be,AUX,VBZ,ROOT,explained,VERB,O
1,the,the,DET,DT,det,is,AUX,O
